日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d
111/03/01,1400831.0,118388044.0,84.2,85.8,82.4,85.7,1.3,1201.0,False,,,
111/03/02,909398.0,76452219.0,84.0,85.1,82.9,84.5,-1.2,1142.0,False,,,
111/03/03,2840916.0,249876794.0,85.5,90.5,85.1,87.6,3.1,2719.0,False,,,
111/03/04,1251522.0,107165211.0,85.7,86.6,84.2,84.2,-3.4,1306.0,False,,,
111/03/07,1899550.0,151208764.0,82.5,82.5,78.2,78.4,-5.8,1552.0,False,,,
111/03/08,1741944.0,137161311.0,77.0,80.6,76.5,77.3,-1.1,1347.0,False,,,
111/03/09,685560.0,53745199.0,78.6,79.3,77.5,77.9,0.6,599.0,False,,,
111/03/10,1059673.0,85108288.0,79.3,81.0,79.3,80.4,2.5,882.0,False,,,
111/03/11,484799.0,38502494.0,79.3,80.4,78.6,79.1,-1.3,404.0,False,0.1857142857142853,0.3952380952380951,0.465079365079365
111/03/14,551908.0,43658249.0,79.6,80.7,78.3,79.0,-0.1,449.0,False,0.17857142857142858,0.3230158730158729,0.4177248677248676
111/03/15,916401.0,70074964.0,79.0,79.0,75.9,76.0,-3.0,772.0,False,0.006849315068492764,0.21762702036674614,0.35102558527216043
111/03/16,701002.0,54019465.0,77.0,78.3,76.2,76.9,0.9,591.0,False,0.09345794392523374,0.17623732821957533,0.29276283292129873
111/03/17,1208098.0,95992612.0,78.5,80.3,78.0,79.9,3.0,965.0,False,0.6060606060606066,0.3195117541665857,0.30167914000306106
111/03/18,637382.0,50683980.0,80.0,80.3,78.7,80.0,0.1,592.0,False,0.8039215686274508,0.4809816923202074,0.3614466574421098
111/03/21,877219.0,70312556.0,80.4,81.6,78.8,79.1,-0.9,687.0,False,0.5614035087719289,0.5077889644707811,0.4102274264516669
111/03/22,603906.0,48025488.0,79.5,80.3,78.7,79.1,0.0,522.0,False,0.5614035087719289,0.5256604792378303,0.4487051107137213
111/03/23,871408.0,69876718.0,80.0,80.9,79.4,79.9,0.8,710.0,False,0.7017543859649137,0.5843584481468581,0.4939228898581002
111/03/24,1620750.0,132105632.0,79.9,83.4,78.9,82.7,2.8,1175.0,False,0.9066666666666664,0.6917945209867942,0.5598801002343314
111/03/25,3044676.0,241531663.0,83.0,83.0,77.7,78.0,-4.7,2646.0,False,0.27999999999999925,0.5545296806578625,0.5580966270421751
111/03/28,998989.0,76335456.0,76.9,77.6,75.5,77.3,-0.7,850.0,False,0.22784810126582225,0.4456358208605157,0.5206096916482886
111/03/29,483622.0,37547661.0,76.8,78.3,76.8,77.7,0.4,441.0,False,0.278481012658228,0.3899175514597531,0.4770456449187768
111/03/30,845418.0,67047123.0,78.1,79.8,78.1,79.6,1.9,792.0,False,0.5189873417721508,0.43294081489721903,0.4623440349115908
111/03/31,425784.0,33553315.0,80.0,80.0,78.3,78.5,-1.1,449.0,False,0.3797468354430377,0.41520948841249183,0.4466325194118912
111/04/01,484072.0,37404025.0,77.8,77.8,76.9,77.4,-1.1,456.0,False,0.2405063291139246,0.3569751019796361,0.4167467136011394
111/04/06,403075.0,30733370.0,76.0,76.6,75.9,76.6,-0.8,366.0,False,0.1392405063291131,0.2843969034294617,0.3726301102105801
111/04/07,1104687.0,82966574.0,76.6,77.0,73.6,73.6,-3.0,876.0,False,0.0,0.18959793561964114,0.3116193853469338
111/04/08,584801.0,43916546.0,74.3,75.8,74.3,75.6,2.0,502.0,False,0.2127659574468084,0.19732060956203007,0.2735197934186325
111/04/11,912851.0,67615816.0,76.9,76.9,72.7,72.9,-2.7,745.0,False,0.027397260273973004,0.14067949313267775,0.22923969332331426
111/04/12,582625.0,41883206.0,72.1,73.7,70.8,71.4,-1.5,533.0,False,0.06521739130434873,0.11552545918990142,0.19133494861217665
111/04/13,508657.0,37378261.0,71.9,74.3,71.9,73.8,2.4,439.0,False,0.326086956521739,0.1857126249671806,0.18946084073051128
111/04/14,419341.0,31133427.0,73.8,74.7,73.5,74.0,0.2,301.0,False,0.34782608695652195,0.2397504456302944,0.2062240423637723
111/04/15,580056.0,41643945.0,73.5,73.5,71.2,71.3,-2.7,712.0,False,0.07142857142857142,0.18364315422972005,0.1986970796524216
111/04/18,435307.0,30955148.0,71.1,72.2,70.3,70.8,-0.5,387.0,False,0.07462686567164176,0.14730439137702728,0.18156618356062346
111/04/19,331767.0,23755636.0,72.0,72.3,70.8,70.8,0.0,280.0,False,0.07462686567164176,0.1230785494752321,0.16207030553215965
111/04/20,290102.0,20680043.0,71.9,71.9,70.9,71.2,0.4,255.0,False,0.13636363636363705,0.12750691177136708,0.15054917427856213
111/04/21,258997.0,18509344.0,71.2,72.1,70.9,71.3,0.1,237.0,False,0.15151515151515133,0.1355096583526285,0.14553600230325092
111/04/22,980905.0,67667726.0,70.5,70.5,68.0,68.5,-2.8,909.0,False,0.07462686567164176,0.1152153941256329,0.13542913291071154
111/04/25,1193089.0,78184620.0,67.0,67.3,64.3,65.1,-3.4,944.0,False,0.07692307692307661,0.10245128839144747,0.12443651807095688
111/04/26,770962.0,51606860.0,68.0,68.0,66.1,66.9,1.8,685.0,False,0.2500000000000007,0.1516341922609652,0.13350240946762632
111/04/27,930322.0,60593189.0,65.3,67.0,63.6,66.0,-0.9,853.0,False,0.2424242424242423,0.1818975423153909,0.14963412041688118
111/04/28,652427.0,43112155.0,66.0,67.5,64.5,66.3,0.3,573.0,False,0.3103448275862066,0.22471330407232945,0.17466051496869728
111/04/29,1167469.0,77645066.0,67.6,68.5,64.9,64.9,-1.4,1031.0,False,0.1494252873563224,0.1996172985003271,0.1829794428125739
111/05/03,458183.0,30100247.0,64.9,66.3,64.6,66.3,1.4,365.0,False,0.3176470588235292,0.2389605519413945,0.20163981252218072
111/05/04,444818.0,29412013.0,66.4,67.2,65.3,65.8,-0.5,396.0,False,0.2588235294117644,0.2455815444315177,0.2162870564919597
111/05/05,567953.0,38442370.0,68.4,68.4,66.7,67.7,1.9,568.0,False,0.594202898550725,0.3617886624712535,0.2647875918183909
111/05/06,504737.0,32837422.0,65.9,65.9,64.6,64.9,-2.8,457.0,False,0.2653061224489805,0.3296278157971625,0.2864009998113148
111/05/09,937279.0,57831673.0,63.5,63.6,60.6,60.7,-4.2,826.0,False,0.012658227848101448,0.2239712864808088,0.2655910953678128
111/05/10,900300.0,55776350.0,58.5,63.3,58.5,63.0,2.3,774.0,False,0.45,0.29931419098720585,0.2768321272409438
111/05/11,582887.0,35968552.0,62.6,62.6,60.8,62.0,-1.0,548.0,False,0.35,0.3162094606581372,0.28995790504667496
111/05/12,447023.0,27508312.0,61.1,62.7,60.3,60.3,-1.7,401.0,False,0.17999999999999972,0.2708063071054247,0.2835740390662582
111/05/13,351830.0,21643377.0,61.1,62.0,60.7,62.0,1.7,319.0,False,0.3535353535353533,0.2983826559154009,0.2885102446826391
111/05/16,397408.0,24666992.0,62.8,63.2,61.3,61.4,-0.6,349.0,False,0.2929292929292926,0.2965648682533648,0.2911951192062143
111/05/17,456188.0,28581160.0,61.6,63.2,61.6,62.7,1.3,403.0,False,0.4242424242424243,0.33912405358305125,0.30717143066515995
111/05/18,343091.0,21611550.0,63.3,63.7,62.3,63.2,0.5,344.0,False,0.635135135135135,0.4377944141004125,0.3507124251435775
111/05/19,460447.0,28360351.0,62.0,62.8,60.7,62.5,-0.7,470.0,False,0.7692307692307688,0.5482731991438645,0.4165660164770065
111/05/20,444094.0,28094079.0,63.1,63.8,62.4,63.2,0.7,391.0,False,0.8867924528301897,0.6611129503726396,0.4980816611088841
111/05/23,624086.0,40184996.0,64.0,65.0,63.7,64.0,0.8,661.0,False,0.7872340425531916,0.7031533144328236,0.5664388788835306
111/05/24,595772.0,37160806.0,64.0,64.0,61.2,61.5,-2.5,580.0,False,0.25531914893617064,0.5538752592672725,0.5622510056781113
111/05/25,303152.0,18969947.0,61.7,63.2,61.6,63.0,1.5,284.0,False,0.5348837209302323,0.5475447464882591,0.5573489192814939
111/05/26,244774.0,15290475.0,63.4,63.5,61.9,61.9,-1.1,263.0,False,0.2790697674418597,0.4580530868061259,0.5242503084563712
111/05/27,279422.0,17551835.0,62.7,63.4,62.2,62.8,0.9,232.0,False,0.4883720930232548,0.4681594222118355,0.5055533463748593
111/05/30,223592.0,14250064.0,63.9,64.2,63.4,63.5,0.7,211.0,False,0.6511627906976742,0.5291605450404484,0.5134224125967223
111/05/31,603347.0,39036806.0,63.6,65.2,63.3,65.2,1.7,532.0,False,1.0,0.6861070300269656,0.5709839517401367
111/06/01,727759.0,47884425.0,65.4,66.9,64.9,65.4,0.2,610.0,False,0.7368421052631581,0.7030187217723631,0.6149955417508788
111/06/02,330773.0,21414666.0,65.4,65.5,64.2,64.9,-0.5,369.0,False,0.6491228070175439,0.6850534168540899,0.6383481667852825
111/06/06,869674.0,57658032.0,65.3,67.2,64.6,65.8,0.9,781.0,False,0.7666666666666657,0.7122578334582819,0.6629847223429489
111/06/07,486386.0,32062110.0,66.2,66.9,65.3,65.3,-0.5,390.0,False,0.6607142857142848,0.6950766508769495,0.6736820318542824
111/06/08,1387813.0,93135636.0,65.8,68.9,65.5,65.6,0.3,1136.0,False,0.5285714285714275,0.6395749101084421,0.6623129912723357
111/06/09,319809.0,20902754.0,65.6,66.1,64.8,65.4,-0.2,284.0,False,0.4776119402985077,0.5855872535051306,0.636737745349934
111/06/10,3645616.0,256554816.0,67.6,71.9,67.2,71.9,6.5,2315.0,False,1.0,0.723724835670087,0.6657334421233183
111/06/13,17090603.0,1236976903.0,72.5,73.8,69.7,71.5,-0.4,11495.0,False,0.7809523809523812,0.7428006840975184,0.691422522781385
111/06/14,2776502.0,192866252.0,71.1,71.4,68.3,68.9,-2.6,2159.0,False,0.4895833333333339,0.6583949005094569,0.680413315357409
111/06/15,8149571.0,587610110.0,68.9,73.9,68.6,70.7,1.8,5662.0,False,0.670103092783505,0.6622976312674729,0.6743747539940971
111/06/16,4550133.0,316982073.0,71.3,72.7,66.6,67.8,-2.9,3320.0,False,0.3440860215053762,0.5562270946801073,0.6349922008894338
111/06/17,2476458.0,161482247.0,66.1,67.0,64.0,64.2,-3.6,1857.0,False,0.02020202020202048,0.3775520698540784,0.5491788238776486
