日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,filter,rsv,k,d,5MA,10MA,20MA
111/03/01,5068749.0,153561658.0,29.8,30.85,29.6,30.15,+0.80,2755.0,False,,,,,,
111/03/02,2317275.0,68546683.0,29.65,30.1,29.15,29.7,-0.45,1399.0,False,,,,,,
111/03/03,1639982.0,48973678.0,30.1,30.3,29.6,29.8,+0.10,1017.0,False,,,,,,
111/03/04,2008075.0,59197643.0,29.6,30.05,29.1,29.1,-0.70,1299.0,False,,,,,,
111/03/07,3361020.0,94580222.0,28.5,28.65,27.6,28.3,-0.80,1827.0,False,,,,29.410000000000004,,
111/03/08,2533469.0,70632062.0,27.55,28.65,27.3,27.5,-0.80,1389.0,False,,,,28.880000000000003,,
111/03/09,3300606.0,94398206.0,28.1,29.05,27.75,28.7,+1.20,1648.0,False,,,,28.68,,
111/03/10,13206794.0,409766546.0,29.2,31.55,29.2,31.55,+2.85,5028.0,False,,,,29.03,,
111/03/11,14938321.0,456791425.0,30.3,31.65,29.8,31.65,+0.10,7022.0,False,1.0,0.6666666666666666,0.5555555555555556,29.540000000000003,,
111/03/14,22888335.0,742898144.0,32.5,34.15,31.2,31.7,+0.05,11915.0,False,0.6423357664233577,0.6585563665855636,0.5898891592322248,30.22,29.814999999999998,
111/03/15,6362461.0,198129100.0,30.8,32.0,30.5,31.2,-0.50,3648.0,False,0.5693430656934306,0.6288185996215192,0.6028656393619896,30.959999999999997,29.919999999999998,
111/03/16,5941814.0,188541773.0,31.9,32.4,31.25,31.55,+0.35,3094.0,False,0.6204379562043798,0.626025051815806,0.6105854435132616,31.53,30.105,
111/03/17,19488342.0,656798998.0,32.25,34.6,32.15,34.0,+2.45,9402.0,False,0.9178082191780821,0.7232861076032313,0.6481523315432515,32.019999999999996,30.525,
111/03/18,16837284.0,583146273.0,34.0,35.3,33.75,34.95,+0.95,8175.0,False,0.9562500000000008,0.8009407384021544,0.6990818004962192,32.68,31.109999999999996,
111/03/21,15927486.0,563700804.0,35.05,36.75,34.5,34.85,-0.10,8242.0,False,0.7888888888888891,0.7969234552310659,0.7316956854078347,33.31,31.764999999999997,
111/03/22,32951968.0,1215254479.0,34.35,37.95,34.3,37.35,+2.50,15118.0,False,0.9314285714285712,0.8417584939635676,0.7683832882597457,34.540000000000006,32.75,
111/03/23,50499460.0,1942816197.0,37.55,40.4,37.05,38.8,+1.45,22815.0,False,0.8490566037735847,0.8441911972335733,0.7936525912510215,35.989999999999995,33.760000000000005,
111/03/24,38262754.0,1517753653.0,37.9,41.8,37.85,40.3,+1.50,18035.0,False,0.8672566371681416,0.8518796772117626,0.8130616199046018,37.25,34.635000000000005,
111/03/25,27107828.0,1067023674.0,40.3,40.75,38.3,38.7,-1.60,12501.0,False,0.7256637168141598,0.8098076904125615,0.8119769767405883,38.0,35.34,
111/03/28,16502831.0,647971157.0,38.3,40.0,38.0,39.6,+0.90,8049.0,False,0.7914691943127966,0.8036948583793065,0.8092162706201609,38.95,36.13000000000001,32.972500000000004
111/03/29,36708760.0,1473899158.0,39.9,42.0,38.8,39.9,+0.30,18235.0,False,0.7868020304568527,0.7980639157384886,0.8054988189929368,39.46,37.00000000000001,33.46
